"Var1","Var2","value"
"Sanskrit","Upper Sorbian",9803.91638087461
"Tajik","Upper Sorbian",12798.0624791547
"Persian","Upper Sorbian",12798.0624791547
"Kurdish (Sorani)","Upper Sorbian",12798.0624791547
"Ossetian","Upper Sorbian",12798.0624791547
"Albanian","Upper Sorbian",12798.0624791546
"Anglo Saxon","Upper Sorbian",12798.0624791546
"Greek","Upper Sorbian",12798.0624791546
"Armenian","Upper Sorbian",13663.9058346533
"Armenian","Upper Sorbian",13663.9058346533
"Friulian","Lower Sorbian",11416.2082149617
"Italian","Lower Sorbian",11416.2082149617
"Romansh","Lower Sorbian",11416.2082149617
"Walloon","Lower Sorbian",11416.2082149617
"French","Lower Sorbian",11416.2082149617
"Occitan","Lower Sorbian",11416.2082149617
"Spanish","Lower Sorbian",11416.2082149617
"Portuguese","Lower Sorbian",11416.2082149617
"Catalan","Lower Sorbian",11416.2082149617
"Aromanian","Lower Sorbian",11416.2082149617
"Romanian","Lower Sorbian",11416.2082149617
"Latin","Lower Sorbian",9449.08539680353
"Breton","Lower Sorbian",11416.2082149617
"Breton","Lower Sorbian",11416.2082149617
"Breton","Lower Sorbian",11416.2082149617
"Cornish","Lower Sorbian",11416.2082149617
"Welsh","Lower Sorbian",11416.2082149617
"Welsh","Lower Sorbian",11416.2082149617
"Irish","Lower Sorbian",11416.2082149617
"Scottish Gaelic","Lower Sorbian",11416.2082149617
"Luxembourgish","Lower Sorbian",11416.2082149617
"German","Lower Sorbian",11416.2082149617
"West Flemish","Lower Sorbian",11416.2082149617
"Dutch","Lower Sorbian",11416.2082149617
"English","Lower Sorbian",11416.2082149617
"Swedish","Lower Sorbian",11416.2082149617
"Swedish","Lower Sorbian",11416.2082149617
"Swedish","Lower Sorbian",11416.2082149617
"Norwegian (Bokmål)","Lower Sorbian",11416.2082149617
"Danish","Lower Sorbian",11416.2082149617
"Faroese","Lower Sorbian",11416.2082149617
"Icelandic","Lower Sorbian",11416.2082149617
"Gothic","Lower Sorbian",9768.25504064833
"Czech","Lower Sorbian",1641.95218561843
"Czech","Lower Sorbian",1641.95218561843
"Slovak","Lower Sorbian",1641.95218561843
"Upper Sorbian","Lower Sorbian",180.952259516961
"Lower Sorbian","Lower Sorbian",0
"Polish","Lower Sorbian",2422.58524090477
"Belarusian","Lower Sorbian",2422.58524090477
"Ukrainian","Lower Sorbian",2422.58524090477
"Russian","Lower Sorbian",2422.58524090477
"Bulgarian","Lower Sorbian",3223.85239296286
"Macedonian","Lower Sorbian",3223.85239296286
"Serbian","Lower Sorbian",3223.85239296286
"Old Church Slavonic","Lower Sorbian",2252.16117688223
"Slovenian","Lower Sorbian",3223.85239296283
"Latvian","Lower Sorbian",6239.21066256233
"Lithuanian","Lower Sorbian",6239.21066256233
"Western Punjabi","Lower Sorbian",12798.0624791547
"Urdu","Lower Sorbian",12798.0624791547
"Hindi","Lower Sorbian",12798.0624791546
"Bihari","Lower Sorbian",12798.0624791546
"Gujarati","Lower Sorbian",12798.0624791546
"Marathi","Lower Sorbian",12798.0624791546
"Sindhi","Lower Sorbian",12798.0624791546
"Assamese","Lower Sorbian",12798.0624791546
"Oriya","Lower Sorbian",12798.0624791546
"Bengali","Lower Sorbian",12798.0624791546
"Kashmiri","Lower Sorbian",12798.0624791546
"Sinhalese","Lower Sorbian",12798.0624791546
"Romani","Lower Sorbian",12798.0624791546
"Sanskrit","Lower Sorbian",9803.91638087461
"Tajik","Lower Sorbian",12798.0624791547
"Persian","Lower Sorbian",12798.0624791547
"Kurdish (Sorani)","Lower Sorbian",12798.0624791547
"Ossetian","Lower Sorbian",12798.0624791547
"Albanian","Lower Sorbian",12798.0624791546
"Anglo Saxon","Lower Sorbian",12798.0624791546
"Greek","Lower Sorbian",12798.0624791546
"Armenian","Lower Sorbian",13663.9058346533
"Armenian","Lower Sorbian",13663.9058346533
"Friulian","Polish",11416.2082149617
"Italian","Polish",11416.2082149617
"Romansh","Polish",11416.2082149617
"Walloon","Polish",11416.2082149617
"French","Polish",11416.2082149617
"Occitan","Polish",11416.2082149617
"Spanish","Polish",11416.2082149617
"Portuguese","Polish",11416.2082149617
"Catalan","Polish",11416.2082149617
"Aromanian","Polish",11416.2082149617
"Romanian","Polish",11416.2082149617
"Latin","Polish",9449.0853968035
"Breton","Polish",11416.2082149617
"Breton","Polish",11416.2082149617
"Breton","Polish",11416.2082149617
"Cornish","Polish",11416.2082149617
"Welsh","Polish",11416.2082149617
"Welsh","Polish",11416.2082149617
"Irish","Polish",11416.2082149617
"Scottish Gaelic","Polish",11416.2082149617
"Luxembourgish","Polish",11416.2082149617
"German","Polish",11416.2082149617
"West Flemish","Polish",11416.2082149617
"Dutch","Polish",11416.2082149617
"English","Polish",11416.2082149617
"Swedish","Polish",11416.2082149617
"Swedish","Polish",11416.2082149617
"Swedish","Polish",11416.2082149617
"Norwegian (Bokmål)","Polish",11416.2082149617
"Danish","Polish",11416.2082149617
"Faroese","Polish",11416.2082149617
"Icelandic","Polish",11416.2082149617
"Gothic","Polish",9768.25504064831
"Czech","Polish",2422.58524090475
"Czech","Polish",2422.58524090475
"Slovak","Polish",2422.58524090474
"Upper Sorbian","Polish",2422.58524090477
"Lower Sorbian","Polish",2422.58524090477
"Polish","Polish",0
"Belarusian","Polish",994.007335922406
"Ukrainian","Polish",1423.7862984286
"Russian","Polish",1910.99114243062
"Bulgarian","Polish",3223.85239296283
"Macedonian","Polish",3223.85239296283
"Serbian","Polish",3223.85239296283
"Old Church Slavonic","Polish",2252.16117688221
"Slovenian","Polish",3223.8523929628
"Latvian","Polish",6239.2106625623
"Lithuanian","Polish",6239.2106625623
"Western Punjabi","Polish",12798.0624791546
"Urdu","Polish",12798.0624791546
"Hindi","Polish",12798.0624791546
"Bihari","Polish",12798.0624791546
"Gujarati","Polish",12798.0624791546
"Marathi","Polish",12798.0624791546
"Sindhi","Polish",12798.0624791546
"Assamese","Polish",12798.0624791546
"Oriya","Polish",12798.0624791546
"Bengali","Polish",12798.0624791546
"Kashmiri","Polish",12798.0624791546
"Sinhalese","Polish",12798.0624791546
"Romani","Polish",12798.0624791546
"Sanskrit","Polish",9803.91638087458
"Tajik","Polish",12798.0624791546
"Persian","Polish",12798.0624791546
"Kurdish (Sorani)","Polish",12798.0624791546
"Ossetian","Polish",12798.0624791546
"Albanian","Polish",12798.0624791546
"Anglo Saxon","Polish",12798.0624791546
"Greek","Polish",12798.0624791546
"Armenian","Polish",13663.9058346533
"Armenian","Polish",13663.9058346533
"Friulian","Belarusian",11416.2082149617
"Italian","Belarusian",11416.2082149617
"Romansh","Belarusian",11416.2082149617
"Walloon","Belarusian",11416.2082149617
"French","Belarusian",11416.2082149617
"Occitan","Belarusian",11416.2082149617
"Spanish","Belarusian",11416.2082149617
"Portuguese","Belarusian",11416.2082149617
"Catalan","Belarusian",11416.2082149617
"Aromanian","Belarusian",11416.2082149617
"Romanian","Belarusian",11416.2082149617
"Latin","Belarusian",9449.0853968035
"Breton","Belarusian",11416.2082149617
"Breton","Belarusian",11416.2082149617
"Breton","Belarusian",11416.2082149617
"Cornish","Belarusian",11416.2082149617
"Welsh","Belarusian",11416.2082149617
"Welsh","Belarusian",11416.2082149617
"Irish","Belarusian",11416.2082149617
"Scottish Gaelic","Belarusian",11416.2082149617
"Luxembourgish","Belarusian",11416.2082149617
"German","Belarusian",11416.2082149617
"West Flemish","Belarusian",11416.2082149617
"Dutch","Belarusian",11416.2082149617
"English","Belarusian",11416.2082149617
"Swedish","Belarusian",11416.2082149617
"Swedish","Belarusian",11416.2082149617
"Swedish","Belarusian",11416.2082149617
"Norwegian (Bokmål)","Belarusian",11416.2082149617
"Danish","Belarusian",11416.2082149617
"Faroese","Belarusian",11416.2082149617
"Icelandic","Belarusian",11416.2082149617
"Gothic","Belarusian",9768.25504064831
"Czech","Belarusian",2422.58524090475
"Czech","Belarusian",2422.58524090475
"Slovak","Belarusian",2422.58524090474
"Upper Sorbian","Belarusian",2422.58524090477
"Lower Sorbian","Belarusian",2422.58524090477
"Polish","Belarusian",994.007335922406
"Belarusian","Belarusian",0
"Ukrainian","Belarusian",1423.7862984286
"Russian","Belarusian",1910.99114243062
"Bulgarian","Belarusian",3223.85239296283
"Macedonian","Belarusian",3223.85239296283
"Serbian","Belarusian",3223.85239296283
"Old Church Slavonic","Belarusian",2252.16117688221
"Slovenian","Belarusian",3223.8523929628
"Latvian","Belarusian",6239.2106625623
"Lithuanian","Belarusian",6239.2106625623
"Western Punjabi","Belarusian",12798.0624791546
"Urdu","Belarusian",12798.0624791546
"Hindi","Belarusian",12798.0624791546
"Bihari","Belarusian",12798.0624791546
"Gujarati","Belarusian",12798.0624791546
"Marathi","Belarusian",12798.0624791546
"Sindhi","Belarusian",12798.0624791546
"Assamese","Belarusian",12798.0624791546
"Oriya","Belarusian",12798.0624791546
"Bengali","Belarusian",12798.0624791546
"Kashmiri","Belarusian",12798.0624791546
"Sinhalese","Belarusian",12798.0624791546
"Romani","Belarusian",12798.0624791546
"Sanskrit","Belarusian",9803.91638087458
"Tajik","Belarusian",12798.0624791546
"Persian","Belarusian",12798.0624791546
"Kurdish (Sorani)","Belarusian",12798.0624791546
"Ossetian","Belarusian",12798.0624791546
"Albanian","Belarusian",12798.0624791546
"Anglo Saxon","Belarusian",12798.0624791546
"Greek","Belarusian",12798.0624791546
"Armenian","Belarusian",13663.9058346533
"Armenian","Belarusian",13663.9058346533
"Friulian","Ukrainian",11416.2082149617
"Italian","Ukrainian",11416.2082149617
"Romansh","Ukrainian",11416.2082149617
"Walloon","Ukrainian",11416.2082149617
"French","Ukrainian",11416.2082149617
"Occitan","Ukrainian",11416.2082149617
"Spanish","Ukrainian",11416.2082149617
"Portuguese","Ukrainian",11416.2082149617
"Catalan","Ukrainian",11416.2082149617
"Aromanian","Ukrainian",11416.2082149617
"Romanian","Ukrainian",11416.2082149617
"Latin","Ukrainian",9449.0853968035
"Breton","Ukrainian",11416.2082149617
"Breton","Ukrainian",11416.2082149617
"Breton","Ukrainian",11416.2082149617
"Cornish","Ukrainian",11416.2082149617
"Welsh","Ukrainian",11416.2082149617
"Welsh","Ukrainian",11416.2082149617
"Irish","Ukrainian",11416.2082149617
"Scottish Gaelic","Ukrainian",11416.2082149617
"Luxembourgish","Ukrainian",11416.2082149617
"German","Ukrainian",11416.2082149617
"West Flemish","Ukrainian",11416.2082149617
"Dutch","Ukrainian",11416.2082149617
"English","Ukrainian",11416.2082149617
"Swedish","Ukrainian",11416.2082149617
"Swedish","Ukrainian",11416.2082149617
"Swedish","Ukrainian",11416.2082149617
"Norwegian (Bokmål)","Ukrainian",11416.2082149617
"Danish","Ukrainian",11416.2082149617
"Faroese","Ukrainian",11416.2082149617
"Icelandic","Ukrainian",11416.2082149617
"Gothic","Ukrainian",9768.25504064831
"Czech","Ukrainian",2422.58524090475
"Czech","Ukrainian",2422.58524090475
"Slovak","Ukrainian",2422.58524090474
"Upper Sorbian","Ukrainian",2422.58524090477
"Lower Sorbian","Ukrainian",2422.58524090477
"Polish","Ukrainian",1423.7862984286
"Belarusian","Ukrainian",1423.7862984286
"Ukrainian","Ukrainian",0
"Russian","Ukrainian",1910.99114243062
"Bulgarian","Ukrainian",3223.85239296283
"Macedonian","Ukrainian",3223.85239296283
"Serbian","Ukrainian",3223.85239296283
"Old Church Slavonic","Ukrainian",2252.16117688221
"Slovenian","Ukrainian",3223.8523929628
"Latvian","Ukrainian",6239.2106625623
"Lithuanian","Ukrainian",6239.2106625623
"Western Punjabi","Ukrainian",12798.0624791546
"Urdu","Ukrainian",12798.0624791546
"Hindi","Ukrainian",12798.0624791546
"Bihari","Ukrainian",12798.0624791546
"Gujarati","Ukrainian",12798.0624791546
"Marathi","Ukrainian",12798.0624791546
"Sindhi","Ukrainian",12798.0624791546
"Assamese","Ukrainian",12798.0624791546
"Oriya","Ukrainian",12798.0624791546
"Bengali","Ukrainian",12798.0624791546
"Kashmiri","Ukrainian",12798.0624791546
"Sinhalese","Ukrainian",12798.0624791546
"Romani","Ukrainian",12798.0624791546
"Sanskrit","Ukrainian",9803.91638087458
"Tajik","Ukrainian",12798.0624791546
"Persian","Ukrainian",12798.0624791546
"Kurdish (Sorani)","Ukrainian",12798.0624791546
"Ossetian","Ukrainian",12798.0624791546
"Albanian","Ukrainian",12798.0624791546
"Anglo Saxon","Ukrainian",12798.0624791546
"Greek","Ukrainian",12798.0624791546
"Armenian","Ukrainian",13663.9058346533
"Armenian","Ukrainian",13663.9058346533
"Friulian","Russian",11416.2082149617
"Italian","Russian",11416.2082149617
"Romansh","Russian",11416.2082149617
"Walloon","Russian",11416.2082149617
"French","Russian",11416.2082149617
"Occitan","Russian",11416.2082149617
"Spanish","Russian",11416.2082149617
"Portuguese","Russian",11416.2082149617
"Catalan","Russian",11416.2082149617
"Aromanian","Russian",11416.2082149617
"Romanian","Russian",11416.2082149617
"Latin","Russian",9449.0853968035
"Breton","Russian",11416.2082149617
"Breton","Russian",11416.2082149617
"Breton","Russian",11416.2082149617
"Cornish","Russian",11416.2082149617
"Welsh","Russian",11416.2082149617
"Welsh","Russian",11416.2082149617
"Irish","Russian",11416.2082149617
"Scottish Gaelic","Russian",11416.2082149617
"Luxembourgish","Russian",11416.2082149617
"German","Russian",11416.2082149617
"West Flemish","Russian",11416.2082149617
"Dutch","Russian",11416.2082149617
"English","Russian",11416.2082149617
"Swedish","Russian",11416.2082149617
"Swedish","Russian",11416.2082149617
"Swedish","Russian",11416.2082149617
"Norwegian (Bokmål)","Russian",11416.2082149617
"Danish","Russian",11416.2082149617
"Faroese","Russian",11416.2082149617
"Icelandic","Russian",11416.2082149617
"Gothic","Russian",9768.2550406483
"Czech","Russian",2422.58524090475
"Czech","Russian",2422.58524090475
"Slovak","Russian",2422.58524090474
"Upper Sorbian","Russian",2422.58524090477
"Lower Sorbian","Russian",2422.58524090477
"Polish","Russian",1910.99114243062
"Belarusian","Russian",1910.99114243062
"Ukrainian","Russian",1910.99114243062
"Russian","Russian",0
"Bulgarian","Russian",3223.85239296283
"Macedonian","Russian",3223.85239296283
"Serbian","Russian",3223.85239296283
"Old Church Slavonic","Russian",2252.16117688221
"Slovenian","Russian",3223.8523929628
"Latvian","Russian",6239.2106625623
"Lithuanian","Russian",6239.2106625623
"Western Punjabi","Russian",12798.0624791546
"Urdu","Russian",12798.0624791546
"Hindi","Russian",12798.0624791546
"Bihari","Russian",12798.0624791546
"Gujarati","Russian",12798.0624791546
"Marathi","Russian",12798.0624791546
"Sindhi","Russian",12798.0624791546
"Assamese","Russian",12798.0624791546
"Oriya","Russian",12798.0624791546
"Bengali","Russian",12798.0624791546
"Kashmiri","Russian",12798.0624791546
"Sinhalese","Russian",12798.0624791546
"Romani","Russian",12798.0624791546
"Sanskrit","Russian",9803.91638087458
"Tajik","Russian",12798.0624791546
"Persian","Russian",12798.0624791546
"Kurdish (Sorani)","Russian",12798.0624791546
"Ossetian","Russian",12798.0624791546
"Albanian","Russian",12798.0624791546
"Anglo Saxon","Russian",12798.0624791546
"Greek","Russian",12798.0624791546
"Armenian","Russian",13663.9058346533
"Armenian","Russian",13663.9058346533
"Friulian","Bulgarian",11416.2082149617
"Italian","Bulgarian",11416.2082149617
"Romansh","Bulgarian",11416.2082149617
"Walloon","Bulgarian",11416.2082149617
"French","Bulgarian",11416.2082149617
"Occitan","Bulgarian",11416.2082149617
"Spanish","Bulgarian",11416.2082149617
"Portuguese","Bulgarian",11416.2082149617
"Catalan","Bulgarian",11416.2082149617
"Aromanian","Bulgarian",11416.2082149617
"Romanian","Bulgarian",11416.2082149617
"Latin","Bulgarian",9449.08539680353
"Breton","Bulgarian",11416.2082149617
"Breton","Bulgarian",11416.2082149617
"Breton","Bulgarian",11416.2082149617
"Cornish","Bulgarian",11416.2082149617
"Welsh","Bulgarian",11416.2082149617
"Welsh","Bulgarian",11416.2082149617
"Irish","Bulgarian",11416.2082149617
"Scottish Gaelic","Bulgarian",11416.2082149617
"Luxembourgish","Bulgarian",11416.2082149617
"German","Bulgarian",11416.2082149617
"West Flemish","Bulgarian",11416.2082149617
"Dutch","Bulgarian",11416.2082149617
"English","Bulgarian",11416.2082149617
"Swedish","Bulgarian",11416.2082149617
"Swedish","Bulgarian",11416.2082149617
"Swedish","Bulgarian",11416.2082149617
"Norwegian (Bokmål)","Bulgarian",11416.2082149617
"Danish","Bulgarian",11416.2082149617
"Faroese","Bulgarian",11416.2082149617
"Icelandic","Bulgarian",11416.2082149617
"Gothic","Bulgarian",9768.25504064834
"Czech","Bulgarian",3223.85239296283
"Czech","Bulgarian",3223.85239296283
"Slovak","Bulgarian",3223.85239296283
"Upper Sorbian","Bulgarian",3223.85239296286
"Lower Sorbian","Bulgarian",3223.85239296286
"Polish","Bulgarian",3223.85239296283
"Belarusian","Bulgarian",3223.85239296283
"Ukrainian","Bulgarian",3223.85239296283
"Russian","Bulgarian",3223.85239296283
"Bulgarian","Bulgarian",0
"Macedonian","Bulgarian",1053.6501215832
"Serbian","Bulgarian",1772.55980275056
"Old Church Slavonic","Bulgarian",1561.23524873826
"Slovenian","Bulgarian",2736.24667147533
"Latvian","Bulgarian",6239.21066256233
"Lithuanian","Bulgarian",6239.21066256233
"Western Punjabi","Bulgarian",12798.0624791547
"Urdu","Bulgarian",12798.0624791547
"Hindi","Bulgarian",12798.0624791546
"Bihari","Bulgarian",12798.0624791546
"Gujarati","Bulgarian",12798.0624791546
"Marathi","Bulgarian",12798.0624791546
"Sindhi","Bulgarian",12798.0624791546
"Assamese","Bulgarian",12798.0624791546
"Oriya","Bulgarian",12798.0624791546
"Bengali","Bulgarian",12798.0624791546
"Kashmiri","Bulgarian",12798.0624791546
"Sinhalese","Bulgarian",12798.0624791546
"Romani","Bulgarian",12798.0624791546
"Sanskrit","Bulgarian",9803.91638087461
"Tajik","Bulgarian",12798.0624791547
"Persian","Bulgarian",12798.0624791547
"Kurdish (Sorani)","Bulgarian",12798.0624791547
"Ossetian","Bulgarian",12798.0624791547
"Albanian","Bulgarian",12798.0624791546
"Anglo Saxon","Bulgarian",12798.0624791546
"Greek","Bulgarian",12798.0624791546
"Armenian","Bulgarian",13663.9058346533
"Armenian","Bulgarian",13663.9058346533
"Friulian","Macedonian",11416.2082149617
"Italian","Macedonian",11416.2082149617
"Romansh","Macedonian",11416.2082149617
"Walloon","Macedonian",11416.2082149617
"French","Macedonian",11416.2082149617
"Occitan","Macedonian",11416.2082149617
"Spanish","Macedonian",11416.2082149617
"Portuguese","Macedonian",11416.2082149617
"Catalan","Macedonian",11416.2082149617
"Aromanian","Macedonian",11416.2082149617
"Romanian","Macedonian",11416.2082149617
"Latin","Macedonian",9449.08539680353
"Breton","Macedonian",11416.2082149617
"Breton","Macedonian",11416.2082149617
"Breton","Macedonian",11416.2082149617
"Cornish","Macedonian",11416.2082149617
"Welsh","Macedonian",11416.2082149617
"Welsh","Macedonian",11416.2082149617
"Irish","Macedonian",11416.2082149617
"Scottish Gaelic","Macedonian",11416.2082149617
"Luxembourgish","Macedonian",11416.2082149617
"German","Macedonian",11416.2082149617
"West Flemish","Macedonian",11416.2082149617
"Dutch","Macedonian",11416.2082149617
"English","Macedonian",11416.2082149617
"Swedish","Macedonian",11416.2082149617
"Swedish","Macedonian",11416.2082149617
"Swedish","Macedonian",11416.2082149617
"Norwegian (Bokmål)","Macedonian",11416.2082149617
"Danish","Macedonian",11416.2082149617
"Faroese","Macedonian",11416.2082149617
"Icelandic","Macedonian",11416.2082149617
"Gothic","Macedonian",9768.25504064834
"Czech","Macedonian",3223.85239296283
"Czech","Macedonian",3223.85239296283
"Slovak","Macedonian",3223.85239296283
"Upper Sorbian","Macedonian",3223.85239296286
"Lower Sorbian","Macedonian",3223.85239296286
"Polish","Macedonian",3223.85239296283
"Belarusian","Macedonian",3223.85239296283
"Ukrainian","Macedonian",3223.85239296283
"Russian","Macedonian",3223.85239296283
"Bulgarian","Macedonian",1053.6501215832
"Macedonian","Macedonian",0
"Serbian","Macedonian",1772.55980275056
"Old Church Slavonic","Macedonian",1561.23524873826
"Slovenian","Macedonian",2736.24667147533
"Latvian","Macedonian",6239.21066256233
"Lithuanian","Macedonian",6239.21066256233
"Western Punjabi","Macedonian",12798.0624791547
"Urdu","Macedonian",12798.0624791547
"Hindi","Macedonian",12798.0624791546
"Bihari","Macedonian",12798.0624791546
"Gujarati","Macedonian",12798.0624791546
"Marathi","Macedonian",12798.0624791546
"Sindhi","Macedonian",12798.0624791546
"Assamese","Macedonian",12798.0624791546
"Oriya","Macedonian",12798.0624791546
"Bengali","Macedonian",12798.0624791546
"Kashmiri","Macedonian",12798.0624791546
"Sinhalese","Macedonian",12798.0624791546
"Romani","Macedonian",12798.0624791546
"Sanskrit","Macedonian",9803.91638087461
"Tajik","Macedonian",12798.0624791547
"Persian","Macedonian",12798.0624791547
"Kurdish (Sorani)","Macedonian",12798.0624791547
"Ossetian","Macedonian",12798.0624791547
"Albanian","Macedonian",12798.0624791546
"Anglo Saxon","Macedonian",12798.0624791546
"Greek","Macedonian",12798.0624791546
"Armenian","Macedonian",13663.9058346533
"Armenian","Macedonian",13663.9058346533
"Friulian","Serbian",11416.2082149617
"Italian","Serbian",11416.2082149617
"Romansh","Serbian",11416.2082149617
"Walloon","Serbian",11416.2082149617
"French","Serbian",11416.2082149617
"Occitan","Serbian",11416.2082149617
"Spanish","Serbian",11416.2082149617
"Portuguese","Serbian",11416.2082149617
"Catalan","Serbian",11416.2082149617
"Aromanian","Serbian",11416.2082149617
"Romanian","Serbian",11416.2082149617
"Latin","Serbian",9449.08539680353
"Breton","Serbian",11416.2082149617
"Breton","Serbian",11416.2082149617
"Breton","Serbian",11416.2082149617
"Cornish","Serbian",11416.2082149617
"Welsh","Serbian",11416.2082149617
"Welsh","Serbian",11416.2082149617
"Irish","Serbian",11416.2082149617
"Scottish Gaelic","Serbian",11416.2082149617
"Luxembourgish","Serbian",11416.2082149617
"German","Serbian",11416.2082149617
"West Flemish","Serbian",11416.2082149617
"Dutch","Serbian",11416.2082149617
"English","Serbian",11416.2082149617
"Swedish","Serbian",11416.2082149617
"Swedish","Serbian",11416.2082149617
"Swedish","Serbian",11416.2082149617
"Norwegian (Bokmål)","Serbian",11416.2082149617
"Danish","Serbian",11416.2082149617
"Faroese","Serbian",11416.2082149617
"Icelandic","Serbian",11416.2082149617
"Gothic","Serbian",9768.25504064834
"Czech","Serbian",3223.85239296283
"Czech","Serbian",3223.85239296283
"Slovak","Serbian",3223.85239296283
"Upper Sorbian","Serbian",3223.85239296286
"Lower Sorbian","Serbian",3223.85239296286
"Polish","Serbian",3223.85239296283
"Belarusian","Serbian",3223.85239296283
"Ukrainian","Serbian",3223.85239296283
"Russian","Serbian",3223.85239296283
"Bulgarian","Serbian",1772.55980275056
"Macedonian","Serbian",1772.55980275056
"Serbian","Serbian",0
"Old Church Slavonic","Serbian",1561.23524873826
"Slovenian","Serbian",2736.24667147533
"Latvian","Serbian",6239.21066256233
"Lithuanian","Serbian",6239.21066256233
"Western Punjabi","Serbian",12798.0624791547
"Urdu","Serbian",12798.0624791547
"Hindi","Serbian",12798.0624791546
"Bihari","Serbian",12798.0624791546
"Gujarati","Serbian",12798.0624791546
"Marathi","Serbian",12798.0624791546
"Sindhi","Serbian",12798.0624791546
"Assamese","Serbian",12798.0624791546
"Oriya","Serbian",12798.0624791546
"Bengali","Serbian",12798.0624791546
"Kashmiri","Serbian",12798.0624791546
"Sinhalese","Serbian",12798.0624791546
"Romani","Serbian",12798.0624791546
"Sanskrit","Serbian",9803.91638087461
"Tajik","Serbian",12798.0624791547
"Persian","Serbian",12798.0624791547
"Kurdish (Sorani)","Serbian",12798.0624791547
"Ossetian","Serbian",12798.0624791547
"Albanian","Serbian",12798.0624791546
"Anglo Saxon","Serbian",12798.0624791546
"Greek","Serbian",12798.0624791546
"Armenian","Serbian",13663.9058346533
"Armenian","Serbian",13663.9058346533
"Friulian","Old Church Slavonic",10444.5169988811
"Italian","Old Church Slavonic",10444.5169988811
"Romansh","Old Church Slavonic",10444.5169988811
"Walloon","Old Church Slavonic",10444.5169988811
"French","Old Church Slavonic",10444.5169988811
"Occitan","Old Church Slavonic",10444.5169988811
"Spanish","Old Church Slavonic",10444.5169988811
"Portuguese","Old Church Slavonic",10444.5169988811
"Catalan","Old Church Slavonic",10444.5169988811
"Aromanian","Old Church Slavonic",10444.5169988811
"Romanian","Old Church Slavonic",10444.5169988811
"Latin","Old Church Slavonic",8477.39418072291
"Breton","Old Church Slavonic",10444.5169988811
"Breton","Old Church Slavonic",10444.5169988811
"Breton","Old Church Slavonic",10444.5169988811
"Cornish","Old Church Slavonic",10444.5169988811
"Welsh","Old Church Slavonic",10444.5169988811
"Welsh","Old Church Slavonic",10444.5169988811
"Irish","Old Church Slavonic",10444.5169988811
"Scottish Gaelic","Old Church Slavonic",10444.5169988811
"Luxembourgish","Old Church Slavonic",10444.5169988811
"German","Old Church Slavonic",10444.5169988811
"West Flemish","Old Church Slavonic",10444.5169988811
"Dutch","Old Church Slavonic",10444.5169988811
"English","Old Church Slavonic",10444.5169988811
"Swedish","Old Church Slavonic",10444.5169988811
"Swedish","Old Church Slavonic",10444.5169988811
"Swedish","Old Church Slavonic",10444.5169988811
"Norwegian (Bokmål)","Old Church Slavonic",10444.5169988811
"Danish","Old Church Slavonic",10444.5169988811
"Faroese","Old Church Slavonic",10444.5169988811
"Icelandic","Old Church Slavonic",10444.5169988811
"Gothic","Old Church Slavonic",8796.56382456771
"Czech","Old Church Slavonic",2252.16117688221
"Czech","Old Church Slavonic",2252.16117688221
"Slovak","Old Church Slavonic",2252.16117688221
"Upper Sorbian","Old Church Slavonic",2252.16117688223
"Lower Sorbian","Old Church Slavonic",2252.16117688223
"Polish","Old Church Slavonic",2252.16117688221
"Belarusian","Old Church Slavonic",2252.16117688221
"Ukrainian","Old Church Slavonic",2252.16117688221
"Russian","Old Church Slavonic",2252.16117688221
"Bulgarian","Old Church Slavonic",1561.23524873826
"Macedonian","Old Church Slavonic",1561.23524873826
"Serbian","Old Church Slavonic",1561.23524873826
"Old Church Slavonic","Old Church Slavonic",0
"Slovenian","Old Church Slavonic",1764.55545539471
"Latvian","Old Church Slavonic",5267.51944648171
"Lithuanian","Old Church Slavonic",5267.51944648171
"Western Punjabi","Old Church Slavonic",11826.371263074
"Urdu","Old Church Slavonic",11826.371263074
"Hindi","Old Church Slavonic",11826.371263074
"Bihari","Old Church Slavonic",11826.371263074
"Gujarati","Old Church Slavonic",11826.371263074
"Marathi","Old Church Slavonic",11826.371263074
"Sindhi","Old Church Slavonic",11826.371263074
"Assamese","Old Church Slavonic",11826.371263074
"Oriya","Old Church Slavonic",11826.371263074
"Bengali","Old Church Slavonic",11826.371263074
"Kashmiri","Old Church Slavonic",11826.371263074
"Sinhalese","Old Church Slavonic",11826.371263074
"Romani","Old Church Slavonic",11826.371263074
"Sanskrit","Old Church Slavonic",8832.22516479398
"Tajik","Old Church Slavonic",11826.371263074
"Persian","Old Church Slavonic",11826.371263074
"Kurdish (Sorani)","Old Church Slavonic",11826.371263074
"Ossetian","Old Church Slavonic",11826.371263074
"Albanian","Old Church Slavonic",11826.371263074
"Anglo Saxon","Old Church Slavonic",11826.371263074
"Greek","Old Church Slavonic",11826.371263074
"Armenian","Old Church Slavonic",12692.2146185727
"Armenian","Old Church Slavonic",12692.2146185727
"Friulian","Slovenian",11416.2082149617
"Italian","Slovenian",11416.2082149617
"Romansh","Slovenian",11416.2082149617
"Walloon","Slovenian",11416.2082149617
"French","Slovenian",11416.2082149617
"Occitan","Slovenian",11416.2082149617
"Spanish","Slovenian",11416.2082149617
"Portuguese","Slovenian",11416.2082149617
"Catalan","Slovenian",11416.2082149617
