"Var1","Var2","value"
"French","Romanian",3978.78246727278
"Occitan","Romanian",3978.78246727278
"Spanish","Romanian",3978.78246727278
"Portuguese","Romanian",3978.78246727278
"Catalan","Romanian",3978.78246727278
"Aromanian","Romanian",1605.7120298417
"Romanian","Romanian",0
"Latin","Romanian",2738.6850034307
"Breton","Romanian",8891.1691552896
"Breton","Romanian",8891.1691552896
"Breton","Romanian",8891.1691552896
"Cornish","Romanian",8891.1691552896
"Welsh","Romanian",8891.1691552896
"Welsh","Romanian",8891.1691552896
"Irish","Romanian",8891.1691552896
"Scottish Gaelic","Romanian",8891.1691552896
"Luxembourgish","Romanian",10175.8126726966
"German","Romanian",10175.8126726966
"West Flemish","Romanian",10175.8126726966
"Dutch","Romanian",10175.8126726966
"English","Romanian",10175.8126726966
"Swedish","Romanian",10175.8126726966
"Swedish","Romanian",10175.8126726966
"Swedish","Romanian",10175.8126726966
"Norwegian (Bokmål)","Romanian",10175.8126726966
"Danish","Romanian",10175.8126726966
"Faroese","Romanian",10175.8126726966
"Icelandic","Romanian",10175.8126726966
"Gothic","Romanian",8527.85949838323
"Czech","Romanian",11416.2082149617
"Czech","Romanian",11416.2082149617
"Slovak","Romanian",11416.2082149617
"Upper Sorbian","Romanian",11416.2082149617
"Lower Sorbian","Romanian",11416.2082149617
"Polish","Romanian",11416.2082149617
"Belarusian","Romanian",11416.2082149617
"Ukrainian","Romanian",11416.2082149617
"Russian","Romanian",11416.2082149617
"Bulgarian","Romanian",11416.2082149617
"Macedonian","Romanian",11416.2082149617
"Serbian","Romanian",11416.2082149617
"Old Church Slavonic","Romanian",10444.5169988811
"Slovenian","Romanian",11416.2082149617
"Latvian","Romanian",11416.2082149617
"Lithuanian","Romanian",11416.2082149617
"Western Punjabi","Romanian",12798.0624791546
"Urdu","Romanian",12798.0624791546
"Hindi","Romanian",12798.0624791546
"Bihari","Romanian",12798.0624791546
"Gujarati","Romanian",12798.0624791546
"Marathi","Romanian",12798.0624791546
"Sindhi","Romanian",12798.0624791546
"Assamese","Romanian",12798.0624791546
"Oriya","Romanian",12798.0624791546
"Bengali","Romanian",12798.0624791546
"Kashmiri","Romanian",12798.0624791546
"Sinhalese","Romanian",12798.0624791546
"Romani","Romanian",12798.0624791546
"Sanskrit","Romanian",9803.91638087458
"Tajik","Romanian",12798.0624791546
"Persian","Romanian",12798.0624791546
"Kurdish (Sorani)","Romanian",12798.0624791546
"Ossetian","Romanian",12798.0624791546
"Albanian","Romanian",12798.0624791546
"Anglo Saxon","Romanian",12798.0624791546
"Greek","Romanian",12798.0624791546
"Armenian","Romanian",13663.9058346533
"Armenian","Romanian",13663.9058346533
"Friulian","Latin",2738.6850034307
"Italian","Latin",2738.6850034307
"Romansh","Latin",2738.6850034307
"Walloon","Latin",2738.6850034307
"French","Latin",2738.6850034307
"Occitan","Latin",2738.6850034307
"Spanish","Latin",2738.6850034307
"Portuguese","Latin",2738.6850034307
"Catalan","Latin",2738.6850034307
"Aromanian","Latin",2738.6850034307
"Romanian","Latin",2738.6850034307
"Latin","Latin",0
"Breton","Latin",6924.0463371314
"Breton","Latin",6924.0463371314
"Breton","Latin",6924.0463371314
"Cornish","Latin",6924.0463371314
"Welsh","Latin",6924.0463371314
"Welsh","Latin",6924.0463371314
"Irish","Latin",6924.0463371314
"Scottish Gaelic","Latin",6924.0463371314
"Luxembourgish","Latin",8208.68985453843
"German","Latin",8208.68985453843
"West Flemish","Latin",8208.68985453843
"Dutch","Latin",8208.68985453843
"English","Latin",8208.68985453843
"Swedish","Latin",8208.68985453843
"Swedish","Latin",8208.68985453843
"Swedish","Latin",8208.68985453843
"Norwegian (Bokmål)","Latin",8208.68985453843
"Danish","Latin",8208.68985453843
"Faroese","Latin",8208.68985453843
"Icelandic","Latin",8208.68985453843
"Gothic","Latin",6560.73668022503
"Czech","Latin",9449.08539680351
"Czech","Latin",9449.08539680351
"Slovak","Latin",9449.0853968035
"Upper Sorbian","Latin",9449.08539680353
"Lower Sorbian","Latin",9449.08539680353
"Polish","Latin",9449.0853968035
"Belarusian","Latin",9449.0853968035
"Ukrainian","Latin",9449.0853968035
"Russian","Latin",9449.0853968035
"Bulgarian","Latin",9449.08539680353
"Macedonian","Latin",9449.08539680353
"Serbian","Latin",9449.08539680353
"Old Church Slavonic","Latin",8477.39418072291
"Slovenian","Latin",9449.0853968035
"Latvian","Latin",9449.0853968035
"Lithuanian","Latin",9449.0853968035
"Western Punjabi","Latin",10830.9396609964
"Urdu","Latin",10830.9396609964
"Hindi","Latin",10830.9396609964
"Bihari","Latin",10830.9396609964
"Gujarati","Latin",10830.9396609964
"Marathi","Latin",10830.9396609964
"Sindhi","Latin",10830.9396609964
"Assamese","Latin",10830.9396609964
"Oriya","Latin",10830.9396609964
"Bengali","Latin",10830.9396609964
"Kashmiri","Latin",10830.9396609964
"Sinhalese","Latin",10830.9396609964
"Romani","Latin",10830.9396609964
"Sanskrit","Latin",7836.79356271638
"Tajik","Latin",10830.9396609964
"Persian","Latin",10830.9396609964
"Kurdish (Sorani)","Latin",10830.9396609964
"Ossetian","Latin",10830.9396609964
"Albanian","Latin",10830.9396609964
"Anglo Saxon","Latin",10830.9396609964
"Greek","Latin",10830.9396609964
"Armenian","Latin",11696.7830164951
"Armenian","Latin",11696.7830164951
"Friulian","Breton",8891.1691552896
"Italian","Breton",8891.1691552896
"Romansh","Breton",8891.1691552896
"Walloon","Breton",8891.1691552896
"French","Breton",8891.1691552896
"Occitan","Breton",8891.1691552896
"Spanish","Breton",8891.1691552896
"Portuguese","Breton",8891.1691552896
"Catalan","Breton",8891.1691552896
"Aromanian","Breton",8891.1691552896
"Romanian","Breton",8891.1691552896
"Latin","Breton",6924.0463371314
"Breton","Breton",0
"Breton","Breton",314.244182732004
"Breton","Breton",853.195894189598
"Cornish","Breton",2058.3953543235
"Welsh","Breton",3095.643438384
"Welsh","Breton",3095.643438384
"Irish","Breton",5742.1585000319
"Scottish Gaelic","Breton",5742.1585000319
"Luxembourgish","Breton",10175.8126726966
"German","Breton",10175.8126726966
"West Flemish","Breton",10175.8126726966
"Dutch","Breton",10175.8126726966
"English","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Norwegian (Bokmål)","Breton",10175.8126726966
"Danish","Breton",10175.8126726966
"Faroese","Breton",10175.8126726966
"Icelandic","Breton",10175.8126726966
"Gothic","Breton",8527.85949838323
"Czech","Breton",11416.2082149617
"Czech","Breton",11416.2082149617
"Slovak","Breton",11416.2082149617
"Upper Sorbian","Breton",11416.2082149617
"Lower Sorbian","Breton",11416.2082149617
"Polish","Breton",11416.2082149617
"Belarusian","Breton",11416.2082149617
"Ukrainian","Breton",11416.2082149617
"Russian","Breton",11416.2082149617
"Bulgarian","Breton",11416.2082149617
"Macedonian","Breton",11416.2082149617
"Serbian","Breton",11416.2082149617
"Old Church Slavonic","Breton",10444.5169988811
"Slovenian","Breton",11416.2082149617
"Latvian","Breton",11416.2082149617
"Lithuanian","Breton",11416.2082149617
"Western Punjabi","Breton",12798.0624791546
"Urdu","Breton",12798.0624791546
"Hindi","Breton",12798.0624791546
"Bihari","Breton",12798.0624791546
"Gujarati","Breton",12798.0624791546
"Marathi","Breton",12798.0624791546
"Sindhi","Breton",12798.0624791546
"Assamese","Breton",12798.0624791546
"Oriya","Breton",12798.0624791546
"Bengali","Breton",12798.0624791546
"Kashmiri","Breton",12798.0624791546
"Sinhalese","Breton",12798.0624791546
"Romani","Breton",12798.0624791546
"Sanskrit","Breton",9803.91638087458
"Tajik","Breton",12798.0624791546
"Persian","Breton",12798.0624791546
"Kurdish (Sorani)","Breton",12798.0624791546
"Ossetian","Breton",12798.0624791546
"Albanian","Breton",12798.0624791546
"Anglo Saxon","Breton",12798.0624791546
"Greek","Breton",12798.0624791546
"Armenian","Breton",13663.9058346533
"Armenian","Breton",13663.9058346533
"Friulian","Breton",8891.1691552896
"Italian","Breton",8891.1691552896
"Romansh","Breton",8891.1691552896
"Walloon","Breton",8891.1691552896
"French","Breton",8891.1691552896
"Occitan","Breton",8891.1691552896
"Spanish","Breton",8891.1691552896
"Portuguese","Breton",8891.1691552896
"Catalan","Breton",8891.1691552896
"Aromanian","Breton",8891.1691552896
"Romanian","Breton",8891.1691552896
"Latin","Breton",6924.0463371314
"Breton","Breton",314.244182732004
"Breton","Breton",0
"Breton","Breton",853.195894189598
"Cornish","Breton",2058.3953543235
"Welsh","Breton",3095.643438384
"Welsh","Breton",3095.643438384
"Irish","Breton",5742.1585000319
"Scottish Gaelic","Breton",5742.1585000319
"Luxembourgish","Breton",10175.8126726966
"German","Breton",10175.8126726966
"West Flemish","Breton",10175.8126726966
"Dutch","Breton",10175.8126726966
"English","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Norwegian (Bokmål)","Breton",10175.8126726966
"Danish","Breton",10175.8126726966
"Faroese","Breton",10175.8126726966
"Icelandic","Breton",10175.8126726966
"Gothic","Breton",8527.85949838323
"Czech","Breton",11416.2082149617
"Czech","Breton",11416.2082149617
"Slovak","Breton",11416.2082149617
"Upper Sorbian","Breton",11416.2082149617
"Lower Sorbian","Breton",11416.2082149617
"Polish","Breton",11416.2082149617
"Belarusian","Breton",11416.2082149617
"Ukrainian","Breton",11416.2082149617
"Russian","Breton",11416.2082149617
"Bulgarian","Breton",11416.2082149617
"Macedonian","Breton",11416.2082149617
"Serbian","Breton",11416.2082149617
"Old Church Slavonic","Breton",10444.5169988811
"Slovenian","Breton",11416.2082149617
"Latvian","Breton",11416.2082149617
"Lithuanian","Breton",11416.2082149617
"Western Punjabi","Breton",12798.0624791546
"Urdu","Breton",12798.0624791546
"Hindi","Breton",12798.0624791546
"Bihari","Breton",12798.0624791546
"Gujarati","Breton",12798.0624791546
"Marathi","Breton",12798.0624791546
"Sindhi","Breton",12798.0624791546
"Assamese","Breton",12798.0624791546
"Oriya","Breton",12798.0624791546
"Bengali","Breton",12798.0624791546
"Kashmiri","Breton",12798.0624791546
"Sinhalese","Breton",12798.0624791546
"Romani","Breton",12798.0624791546
"Sanskrit","Breton",9803.91638087458
"Tajik","Breton",12798.0624791546
"Persian","Breton",12798.0624791546
"Kurdish (Sorani)","Breton",12798.0624791546
"Ossetian","Breton",12798.0624791546
"Albanian","Breton",12798.0624791546
"Anglo Saxon","Breton",12798.0624791546
"Greek","Breton",12798.0624791546
"Armenian","Breton",13663.9058346533
"Armenian","Breton",13663.9058346533
"Friulian","Breton",8891.1691552896
"Italian","Breton",8891.1691552896
"Romansh","Breton",8891.1691552896
"Walloon","Breton",8891.1691552896
"French","Breton",8891.1691552896
"Occitan","Breton",8891.1691552896
"Spanish","Breton",8891.1691552896
"Portuguese","Breton",8891.1691552896
"Catalan","Breton",8891.1691552896
"Aromanian","Breton",8891.1691552896
"Romanian","Breton",8891.1691552896
"Latin","Breton",6924.0463371314
"Breton","Breton",853.195894189598
"Breton","Breton",853.195894189598
"Breton","Breton",0
"Cornish","Breton",2058.3953543235
"Welsh","Breton",3095.643438384
"Welsh","Breton",3095.643438384
"Irish","Breton",5742.1585000319
"Scottish Gaelic","Breton",5742.1585000319
"Luxembourgish","Breton",10175.8126726966
"German","Breton",10175.8126726966
"West Flemish","Breton",10175.8126726966
"Dutch","Breton",10175.8126726966
"English","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Swedish","Breton",10175.8126726966
"Norwegian (Bokmål)","Breton",10175.8126726966
"Danish","Breton",10175.8126726966
"Faroese","Breton",10175.8126726966
"Icelandic","Breton",10175.8126726966
"Gothic","Breton",8527.85949838323
"Czech","Breton",11416.2082149617
"Czech","Breton",11416.2082149617
"Slovak","Breton",11416.2082149617
"Upper Sorbian","Breton",11416.2082149617
"Lower Sorbian","Breton",11416.2082149617
"Polish","Breton",11416.2082149617
"Belarusian","Breton",11416.2082149617
"Ukrainian","Breton",11416.2082149617
"Russian","Breton",11416.2082149617
"Bulgarian","Breton",11416.2082149617
"Macedonian","Breton",11416.2082149617
"Serbian","Breton",11416.2082149617
"Old Church Slavonic","Breton",10444.5169988811
"Slovenian","Breton",11416.2082149617
"Latvian","Breton",11416.2082149617
"Lithuanian","Breton",11416.2082149617
"Western Punjabi","Breton",12798.0624791546
"Urdu","Breton",12798.0624791546
"Hindi","Breton",12798.0624791546
"Bihari","Breton",12798.0624791546
"Gujarati","Breton",12798.0624791546
"Marathi","Breton",12798.0624791546
"Sindhi","Breton",12798.0624791546
"Assamese","Breton",12798.0624791546
"Oriya","Breton",12798.0624791546
"Bengali","Breton",12798.0624791546
"Kashmiri","Breton",12798.0624791546
"Sinhalese","Breton",12798.0624791546
"Romani","Breton",12798.0624791546
"Sanskrit","Breton",9803.91638087458
"Tajik","Breton",12798.0624791546
"Persian","Breton",12798.0624791546
"Kurdish (Sorani)","Breton",12798.0624791546
"Ossetian","Breton",12798.0624791546
"Albanian","Breton",12798.0624791546
"Anglo Saxon","Breton",12798.0624791546
"Greek","Breton",12798.0624791546
"Armenian","Breton",13663.9058346533
"Armenian","Breton",13663.9058346533
"Friulian","Cornish",8891.1691552896
"Italian","Cornish",8891.1691552896
"Romansh","Cornish",8891.1691552896
"Walloon","Cornish",8891.1691552896
"French","Cornish",8891.1691552896
"Occitan","Cornish",8891.1691552896
"Spanish","Cornish",8891.1691552896
"Portuguese","Cornish",8891.1691552896
"Catalan","Cornish",8891.1691552896
"Aromanian","Cornish",8891.1691552896
"Romanian","Cornish",8891.1691552896
"Latin","Cornish",6924.0463371314
"Breton","Cornish",2058.3953543235
"Breton","Cornish",2058.3953543235
"Breton","Cornish",2058.3953543235
"Cornish","Cornish",0
"Welsh","Cornish",3095.643438384
"Welsh","Cornish",3095.643438384
"Irish","Cornish",5742.1585000319
"Scottish Gaelic","Cornish",5742.1585000319
"Luxembourgish","Cornish",10175.8126726966
"German","Cornish",10175.8126726966
"West Flemish","Cornish",10175.8126726966
"Dutch","Cornish",10175.8126726966
"English","Cornish",10175.8126726966
"Swedish","Cornish",10175.8126726966
"Swedish","Cornish",10175.8126726966
"Swedish","Cornish",10175.8126726966
"Norwegian (Bokmål)","Cornish",10175.8126726966
"Danish","Cornish",10175.8126726966
"Faroese","Cornish",10175.8126726966
"Icelandic","Cornish",10175.8126726966
"Gothic","Cornish",8527.85949838323
"Czech","Cornish",11416.2082149617
"Czech","Cornish",11416.2082149617
"Slovak","Cornish",11416.2082149617
"Upper Sorbian","Cornish",11416.2082149617
"Lower Sorbian","Cornish",11416.2082149617
"Polish","Cornish",11416.2082149617
"Belarusian","Cornish",11416.2082149617
"Ukrainian","Cornish",11416.2082149617
"Russian","Cornish",11416.2082149617
"Bulgarian","Cornish",11416.2082149617
"Macedonian","Cornish",11416.2082149617
"Serbian","Cornish",11416.2082149617
"Old Church Slavonic","Cornish",10444.5169988811
"Slovenian","Cornish",11416.2082149617
"Latvian","Cornish",11416.2082149617
"Lithuanian","Cornish",11416.2082149617
"Western Punjabi","Cornish",12798.0624791546
"Urdu","Cornish",12798.0624791546
"Hindi","Cornish",12798.0624791546
"Bihari","Cornish",12798.0624791546
"Gujarati","Cornish",12798.0624791546
"Marathi","Cornish",12798.0624791546
"Sindhi","Cornish",12798.0624791546
"Assamese","Cornish",12798.0624791546
"Oriya","Cornish",12798.0624791546
"Bengali","Cornish",12798.0624791546
"Kashmiri","Cornish",12798.0624791546
"Sinhalese","Cornish",12798.0624791546
"Romani","Cornish",12798.0624791546
"Sanskrit","Cornish",9803.91638087458
"Tajik","Cornish",12798.0624791546
"Persian","Cornish",12798.0624791546
"Kurdish (Sorani)","Cornish",12798.0624791546
"Ossetian","Cornish",12798.0624791546
"Albanian","Cornish",12798.0624791546
"Anglo Saxon","Cornish",12798.0624791546
"Greek","Cornish",12798.0624791546
"Armenian","Cornish",13663.9058346533
"Armenian","Cornish",13663.9058346533
"Friulian","Welsh",8891.1691552896
"Italian","Welsh",8891.1691552896
"Romansh","Welsh",8891.1691552896
"Walloon","Welsh",8891.1691552896
"French","Welsh",8891.1691552896
"Occitan","Welsh",8891.1691552896
"Spanish","Welsh",8891.1691552896
"Portuguese","Welsh",8891.1691552896
"Catalan","Welsh",8891.1691552896
"Aromanian","Welsh",8891.1691552896
"Romanian","Welsh",8891.1691552896
"Latin","Welsh",6924.0463371314
"Breton","Welsh",3095.643438384
"Breton","Welsh",3095.643438384
"Breton","Welsh",3095.643438384
"Cornish","Welsh",3095.643438384
"Welsh","Welsh",0
"Welsh","Welsh",481.628238346729
"Irish","Welsh",5742.1585000319
"Scottish Gaelic","Welsh",5742.1585000319
"Luxembourgish","Welsh",10175.8126726966
"German","Welsh",10175.8126726966
"West Flemish","Welsh",10175.8126726966
"Dutch","Welsh",10175.8126726966
"English","Welsh",10175.8126726966
"Swedish","Welsh",10175.8126726966
"Swedish","Welsh",10175.8126726966
"Swedish","Welsh",10175.8126726966
"Norwegian (Bokmål)","Welsh",10175.8126726966
"Danish","Welsh",10175.8126726966
"Faroese","Welsh",10175.8126726966
"Icelandic","Welsh",10175.8126726966
"Gothic","Welsh",8527.85949838323
"Czech","Welsh",11416.2082149617
"Czech","Welsh",11416.2082149617
"Slovak","Welsh",11416.2082149617
"Upper Sorbian","Welsh",11416.2082149617
"Lower Sorbian","Welsh",11416.2082149617
"Polish","Welsh",11416.2082149617
"Belarusian","Welsh",11416.2082149617
"Ukrainian","Welsh",11416.2082149617
"Russian","Welsh",11416.2082149617
"Bulgarian","Welsh",11416.2082149617
"Macedonian","Welsh",11416.2082149617
"Serbian","Welsh",11416.2082149617
"Old Church Slavonic","Welsh",10444.5169988811
"Slovenian","Welsh",11416.2082149617
