"","xd_id","iso_6933","N_iso_shared","DialectLanguageGlottocode","DialectLanguageLevel","FamilyGlottocode","FamilyLevel","AdminComments","soc_id","autotyp.area","latitude","longitude"
"588","xd1023","ikt",7,"nets1241","dialect","eski1264","family","","B382","E North America",66.99,-95.18
"589","xd1019","ikt",7,"sigl1242","dialect","eski1264","family","","B378","Alaska-Oregon",69.96,-132.09
"590","xd1025","ikt",7,"west2618","language","eski1264","family","","Na22","Alaska-Oregon",70,-81.85
"591","xd33","ilb",1,"ilaa1246","language","atla1278","family","","Ac1","S Africa",-16,27
"592","xd1066","ing",1,"dege1248","language","atha1245","family","","Na8","Alaska-Oregon",62,-160
"593","xd1230","iow",2,"iowa1246","dialect","siou1252","family","","Nf10","Basin and Plains",41,-95
"594","xd1231","iow",2,"otoo1241","dialect","siou1252","family","","Nf11","Basin and Plains",40,-95
"595","xd448","irk",1,"iraq1241","language","afro1255","family","","Ca4","S Africa",-4,35
"596","xd542","isl",1,"icel1247","language","indo1319","family","","Cg2","Europe",64,-20
"597","xd203","iso",1,"isok1239","language","atla1278","family","","Af25","African Savannah",5,6
"598","xd621","itl",1,"itel1242","language","chuk1271","family","","ec13","N Coast Asia",54.95,167.95
"599","xd200","its",1,"isek1239","language","atla1278","family","","Af22","African Savannah",6,5
"600","xd555","izh",1,"ingr1248","language","ural1272","family","","ch18","Inner Asia",59,29
"601","xd1315","jac",1,"popt1235","language","maya1287","family","","Sa15","Mesoamerica",14,-90
"602","xd751","jav",1,"java1254","language","aust1307","family","Note, previously linked to language iso ""jas"" (New Caledonian Javanese). Hannah Haynie checked refs/coordinates and concluded ""jav"" was a better match (3 Mar 2016)","Ib2","Southeast Asia",-7,110
"603","xd309","jbu",1,"juku1254","language","atla1278","family","","Ah2","African Savannah",8,10
"604","xd313","jib",1,"jibu1239","language","atla1278","family","","Ah23","African Savannah",8,11
"605","xd1316","jic",1,"toll1241","language","jica1245","family","","Sa16","Mesoamerica",15,-87
"606","xd1367","jiv",1,"shua1257","language","jiva1245","family","","Se3","Andean",-3,-78
"607","xd369","jle",1,"ngil1242","language","narr1279","family","","Ai39","African Savannah",11,30
"608","xd447","jnj",2,"fuga1235","dialect","gong1255","family","","Ca39","Greater Abyssinia",8,37
"609","xd436","jnj",2,"toba1264","dialect","gong1255","family","","Ca29","Greater Abyssinia",8,38
"610","xd648","jpn",1,"nucl1643","language","japo1237","family","","Ed5","N Coast Asia",35,136
"611","xd522","kab",1,"kaby1243","language","afro1255","family","","Cd4","N Africa",36,4
"612","xd711","kac",1,"kach1280","language","sino1245","family","","Ei5","Southeast Asia",26,97
"613","xd308","kad",1,"kada1284","language","atla1278","family","","Ah19","African Savannah",10,8
"614","xd459","kai",1,"kare1348","language","afro1255","family","","Cb10","African Savannah",12,11
"615","xd1040","kal",3,"east2535","dialect","eski1264","family","","Na24","E North America",66,-37
"616","xd1031","kal",3,"pola1254","dialect","eski1264","family","","Na14","E North America",78,-70
"617","xd1041","kal",3,"west2617","dialect","eski1264","family","","Na25","E North America",68.3,-53
"618","xd103","kam",1,"kamb1297","language","atla1278","family","","Ad34","S Africa",-2,38
"619","xd259","kao",1,"xaas1235","language","mand1469","family","","Ag23","African Savannah",13,-11
"620","xd670","kas",1,"kash1277","language","indo1319","family","","Ef8","Indic",34,75
"621","xd584","kat",2,"imer1248","dialect","kart1248","family","","Ci8","Greater Mesopotamia",42,45
"622","xd578","kat",2,"xevs1238","dialect","kart1248","family","","Ci2","Greater Mesopotamia",43,45
"623","xd1402","kay",1,"kama1373","language","tupi1275","family","","Si5","NE South America",-12,-54
"624","xd609","kaz",1,"kaza1248","language","turk1311","family","","Eb1","Inner Asia",48,70
"625","xd1391","kbc",1,"kadi1248","language","guai1249","family","","Sh4","SE South America",-22,-57
"626","xd580","kbd",1,"kaba1278","language","abkh1242","family","","Ci4","Greater Mesopotamia",44,42
"627","xd801","kbk",1,"gras1249","language","koia1260","family","","Ie24","S New Guinea",-9,148
"628","xd467","kbl",1,"kane1243","language","saha1256","family","","Cb18","African Savannah",14,14
"629","xd287","kbp",1,"kabi1261","language","atla1278","family","","Ag49","African Savannah",10,2
"630","xd438","kbr",1,"kafa1242","language","gong1255","family","","Ca30","Greater Abyssinia",7,36
"631","xd468","kby",1,"mang1399","language","saha1256","family","","Cb19","African Savannah",12,13
"632","xd618","kca",1,"khan1273","language","ural1272","family","","Ec10","Inner Asia",62,74
"633","xd310","kcg",2,"kago1246","dialect","atla1278","family","","Ah20","African Savannah",10,8
"634","xd298","kcg",2,"kata1265","dialect","atla1278","family","","Ah1","African Savannah",10,8
"635","xd969","kdd",1,"yank1247","language","pama1250","family","","B123","S Australia",-27,131.95
"636","xd68","kde",1,"mako1251","language","atla1278","family","","Ac41","S Africa",-11,40
"637","xd291","kdh",1,"temm1241","language","atla1278","family","","Ag52","African Savannah",11,1
"638","xd397","kdj",2,"jiee1239","dialect","nilo1247","family","","Aj21","S Africa",3,34
"639","xd407","kdj",2,"nucl1430","dialect","nilo1247","family","","Aj30","S Africa",2,34
"640","xd63","kdn",1,"kund1255","language","atla1278","family","","Ac37","S Africa",-15,32
"641","xd560","kdr",1,"kara1464","language","turk1311","family","","ch22","Inner Asia",55,23
"642","xd113","ked",1,"kere1283","language","atla1278","family","","Ad43","S Africa",-3,33
"643","xd1283","kee",4,"coch1273","dialect","kere1287","family","","Nh7","Basin and Plains",36,-106
"644","xd1278","kee",4,"sant1425","dialect","kere1287","family","","Nh27","Basin and Plains",36,-105
"645","xd1262","kee",4,"sant1426","dialect","kere1287","family","","Nh12","Basin and Plains",35,-107
"646","xd1276","kee",4,"ziaa1251","dialect","kere1287","family","","Nh25","Basin and Plains",36,-107
"647","xd770","kei",1,"keii1239","language","aust1307","family","","Ic8","Oceania",-5.7,132.95
"648","xd912","kej",1,"kada1242","language","drav1251","family","","B19","Indic",10.25,77.17
"649","xd140","kel",1,"kela1254","language","atla1278","family","ISO recognized by SIL, but considered bookkeeping by Glottolog","Ae21","S Africa",-3,23
"650","xd193","ken",1,"keny1279","language","atla1278","family","","Af16","African Savannah",6,9
"651","xd389","keo",1,"kakw1240","language","nilo1247","family","","Aj14","S Africa",4,31
"652","xd636","ket",1,"kett1243","language","yeni1252","family","","Ec8","Inner Asia",62,90
"653","xd681","kfa",1,"koda1255","language","drav1251","family","","Eg5","Indic",12,76
"654","xd674","kff",1,"koya1251","language","drav1251","family","","Eg11","Indic",19,78
"655","xd368","kgo",1,"kron1241","language","kadu1256","family","","Ai38","African Savannah",10,30
"656","xd808","kgq",1,"kamo1255","language","nucl1709","family","","Ie30","S New Guinea",-4,135
"657","xd714","kha",1,"khas1269","language","aust1305","family","","Ei8","Indic",26,92
"658","xd611","khk",1,"halh1238","language","mong1329","family","","Eb3","Inner Asia",46,97
"659","xd722","khm",2,"nucl1298","dialect","aust1305","family","","Ej15","Southeast Asia",13,104
"660","xd727","khm",2,"sout2688","dialect","aust1305","family","","Ej5","Southeast Asia",12,105
"661","xd22","khu",1,"nkhu1238","language","atla1278","family","","Ab20","S Africa",-15,15
"662","xd146","khy",1,"kele1255","language","atla1278","family","","Ae27","S Africa",1,25
"663","xd367","kib",1,"koal1240","language","heib1242","family","","Ai37","African Savannah",12,31
"664","xd1235","kic",1,"kick1244","language","algi1248","family","","Nf15","E North America",43,-90
"665","xd852","kij",1,"kili1267","language","aust1307","family","","Ig2","S New Guinea",-8.6,151.1
"666","xd109","kik",1,"kiku1240","language","atla1278","family","","Ad4","S Africa",-1,37
"667","xd128","kin",1,"kiny1244","language","atla1278","family","","Ae10","S Africa",-2,30
"668","xd1216","kio",1,"kiow1266","language","kiow1265","family","","Ne17","Basin and Plains",36,-99
"669","xd789","kjd",1,"sout2949","language","kiwa1251","family","","Ie13","S New Guinea",-9,143
"670","xd1263","kjq",2,"acom1246","dialect","kere1287","family","","Nh13","Basin and Plains",35,-108
"671","xd1264","kjq",2,"acom1246","dialect","kere1287","family","","Nh14","Basin and Plains",35,-107
"672","xd121","kki",1,"kagu1239","language","atla1278","family","","Ad50","S Africa",-6,37
"673","xd1056","kkz",1,"kask1239","language","atha1245","family","","Na4","Alaska-Oregon",59,-128
"674","xd1134","klb",1,"kili1268","language","coch1271","family","","Nc34","Mesoamerica",31,-115
"675","xd970","kld",1,"gami1243","language","pama1250","family","","B125","S Australia",-29.3,147.25
"676","xd228","klu",1,"klao1243","language","atla1278","family","","Af48","African Savannah",5,-9
"677","xd788","kmo",1,"kwom1262","language","sepi1257","family","","Ie12","N Coast New Guinea",-4,142
"678","xd152","kmw",1,"komo1260","language","atla1278","family","","Ae32","Greater Abyssinia",-1,27
"679","xd478","kna",1,"dera1248","language","afro1255","family","","Cb28","African Savannah",10,12
"680","xd739","knb",1,"lubu1243","language","aust1307","family","","Ia16","Oceania",18,121
"681","xd260","knk",1,"kura1250","language","mand1469","family","","Ag24","African Savannah",9,-11
"682","xd725","kns",1,"kens1248","language","aust1305","family","","Ej3","Southeast Asia",5,101
"683","xd763","kod",1,"kodi1247","language","aust1307","family","","Ic13","Oceania",-9.6,119.14
"684","xd1327","kog",1,"cogu1240","language","chib1249","family","","Sb2","NE South America",11,-74
"685","xd114","koo",1,"konz1239","language","atla1278","family","","Ad44","S Africa",-1,30
"686","xd638","kor",1,"kore1280","language","kore1284","family","","Ed1","N Coast Asia",35,102
"687","xd826","kos",1,"kosr1238","language","aust1307","family","","If11","Oceania",5.3,162.95
"688","xd346","kot",1,"lagw1237","language","afro1255","family","","Ai18","African Savannah",12,15
"689","xd1010","koy",1,"koyu1237","language","atha1245","family","","B354","Alaska-Oregon",66.52,-153.78
"690","xd1352","kpc",1,"curr1243","language","araw1281","family","","Sc9","NE South America",5,-67
"691","xd886","kpg",1,"kapi1249","language","aust1307","family","","Ii7","Oceania",1.1,154.9
"692","xd1407","kpj",1,"kara1500","language","nucl1710","family","","Sj1","NE South America",-12,-50
"693","xd633","kpy",1,"kory1246","language","chuk1271","family","","Ec5","N Coast Asia",62,164
"694","xd403","kpz",1,"kups1238","language","nilo1247","family","","Aj27","S Africa",1,35
"695","xd797","kqi",1,"koit1244","language","koia1260","family","","Ie20","S New Guinea",-9,147
"696","xd58","kqn",1,"kaon1241","language","atla1278","family","","Ac32","S Africa",-13,26
"697","xd197","kqs",1,"nort2765","language","atla1278","family","","Af2","African Savannah",9,-10
"698","xd449","kqy",2,"koor1239","language","gong1255","family","","Ca40","Greater Abyssinia",6,38
"699","xd418","kqy",2,"koor1239","language","gong1255","family","","Ca12","Greater Abyssinia",8,37
"700","xd311","krh",1,"kura1249","language","atla1278","family","","Ah21","African Savannah",10,9
"701","xd229","krn",1,"sapo1251","language","atla1278","family","","Af49","African Savannah",6,-9
"702","xd668","kru",1,"kuru1302","language","drav1251","family","","Ef6","Indic",23,85
"703","xd227","krw",1,"west2488","language","atla1278","family","","Af47","African Savannah",6,-8
"704","xd77","ksb",1,"sham1280","language","atla1278","family","","Ad10","S Africa",-5,38
"705","xd169","ksf",1,"bafi1243","language","atla1278","family","","Ae48","African Savannah",5,11
"706","xd141","ksv",1,"kusu1252","language","atla1278","family","","Ae22","S Africa",-4,22
"707","xd800","kts",1,"sout2940","language","nucl1709","family","","Ie23","Interior New Guinea",-6,141
"708","xd1","ktz",1,"juho1239","language","kxaa1236","family","","Aa1","S Africa",-20,21
"709","xd1398","kui",1,"kuik1246","language","cari1283","family","","Si10","NE South America",-13,-54
"710","xd579","kum",1,"kumy1244","language","turk1311","family","","Ci3","Greater Mesopotamia",42,48
"711","xd279","kus",1,"kusa1250","language","atla1278","family","","Ag41","African Savannah",11,0
"712","xd757","kvb",1,"kubu1239","language","aust1307","family","","Ib8","Southeast Asia",-3,103
"713","xd329","kvj",1,"psik1239","language","afro1255","family","","Ah38","African Savannah",11,14
"714","xd1309","kvn",1,"bord1248","language","chib1249","family","","Sa1","Andean",9,-78
"715","xd850","kwd",1,"kwai1243","language","aust1307","family","","Ig18","Oceania",-9,161
"716","xd811","kwe",1,"nucl1595","language","kwer1242","family","","Ie33","N Coast New Guinea",-2,138
"717","xd1090","kwk",1,"kwak1269","language","waka1280","family","","Nb3","Alaska-Oregon",51,-128
"718","xd415","kxc",1,"kons1243","language","afro1255","family","","Ca1","Greater Abyssinia",6,37
"719","xd675","kxu",1,"kuii1252","language","drav1251","family","","Eg12","Indic",18,82
"720","xd1310","lac",1,"laca1243","language","maya1287","family","","Sa10","Mesoamerica",17,-92
"721","xd93","lag",1,"lang1320","language","atla1278","family","","Ad25","S Africa",-5,36
"722","xd409","laj",1,"lang1324","language","nilo1247","family","","Aj4","S Africa",2,33
"723","xd341","lak",1,"laka1252","language","atla1278","family","","Ai13","African Savannah",8,16
"724","xd142","lal",1,"lali1242","language","atla1278","family","ISO recognized by SIL, but considered bookkeeping by Glottolog; could POTENTIALLY be linked to nxd - ngan1302, as a few online sources suggest that Lalia people speak ""Longando"" (Ngando, nxd), which wikipedia reports is a sister(?) langage of Lalia (lal).","Ae23","S Africa",-1,23
"725","xd71","lam",1,"lamb1271","language","atla1278","family","","Ac5","S Africa",-13,28
"726","xd530","lat",1,"lati1261","language","indo1319","family","","Ce3","Europe",42,12
"727","xd559","lav",1,"latv1249","language","indo1319","family","","ch21","Inner Asia",57,24
"728","xd748","lbk",1,"cent2292","language","aust1307","family","","Ia8","Oceania",17,121
"729","xd716","lbn",1,"lame1256","language","aust1305","family","","Ej1","Southeast Asia",20,101
"730","xd951","lbz",1,"lard1243","language","tang1340","family","","B102","N Australia",-16.3,139.3
"731","xd52","lch",1,"luch1239","language","atla1278","family","","Ac27","S Africa",-13,23
"732","xd59","leb",1,"lala1264","language","atla1278","family","","Ac33","S Africa",-15,31
"733","xd358","led",1,"lend1245","language","cent2225","family","","Ai29","S Africa",2,30
"734","xd1396","leg",1,"leng1262","language","leng1261","family","","Sh9","SE South America",-23,-59
"735","xd48","lel",1,"lele1265","language","atla1278","family","","Ac23","S Africa",-5,21
"736","xd655","lep",1,"lepc1244","language","sino1245","family","","Ee3","Indic",28,89
"737","xd360","les",1,"lese1243","language","cent2225","family","","Ai30","S Africa",2,29
"738","xd362","lgg",1,"lugb1240","language","cent2225","family","","Ai32","S Africa",3,32
"739","xd652","lic",1,"hlai1239","language","taik1256","family","","Ed9","Southeast Asia",19,109
"740","xd1207","lil",1,"lill1248","language","sali1255","family","","Nd9","Alaska-Oregon",50,-125
"741","xd573","lit",1,"lith1251","language","indo1319","family","","Ch9","Inner Asia",55,24
"742","xd562","liv",1,"livv1244","language","ural1272","family","","ch24","Inner Asia",57,23
"743","xd408","lkr",1,"pari1256","language","nilo1247","family","","Aj31","African Savannah",5,33
"744","xd1227","lkt",1,"lako1247","language","siou1252","family","","Ne8","Basin and Plains",43,-103
"745","xd870","llx",1,"laua1243","language","aust1307","family","","Ih4","Oceania",-18,179
"746","xd155","lmi",1,"lomb1254","language","cent2225","family","","Ae35","S Africa",0,28
"747","xd179","lmp",1,"limb1268","language","atla1278","family","","Ae57","African Savannah",6,11
"748","xd864","lmu",1,"lame1260","language","aust1307","family","","Ih11","Oceania",-16.8,168.22
"749","xd1120","lmw",1,"lake1258","language","miwo1274","family","","Nc21","California",38,-123
"750","xd178","lns",1,"lamn1239","language","atla1278","family","","Ae56","African Savannah",6,11
"751","xd321","lnu",1,"long1389","language","atla1278","family","","Ah30","African Savannah",10,12
"752","xd246","lob",1,"lobi1245","language","atla1278","family","","Ag11","African Savannah",10,-4
"753","xd361","log",1,"logo1259","language","cent2225","family","","Ai31","S Africa",3,30
"754","xd139","lol",3,"ekon1238","dialect","atla1278","family","","Ae20","S Africa",-2,18
"755","xd143","lol",3,"long1393","dialect","atla1278","family","Note, dialect should be that spoken in Opala territory.","Ae24","S Africa",1,22
"756","xd160","lol",3,"nkun1238","dialect","atla1278","family","","Ae4","S Africa",0,20
"757","xd387","lot",1,"otuh1238","language","nilo1247","family","","Aj12","African Savannah",4,33
"758","xd26","loz",1,"lozi1239","language","atla1278","family","","Ab3","S Africa",-15,23
"759","xd148","lse",1,"luse1252","language","atla1278","family","","Ae29","S Africa",2,22
"760","xd134","lua",1,"luba1249","language","atla1278","family","","Ae16","S Africa",-6,23
"761","xd182","lub",1,"luba1250","language","atla1278","family","","Ae6","S Africa",-8,26
"762","xd35","lue",1,"luva1239","language","atla1278","family","","Ac11","S Africa",-12,22
"763","xd124","lug",1,"gand1255","language","atla1278","family","","Ad7","S Africa",1,32
"764","xd1133","lui",1,"luis1253","language","utoa1244","family","","Nc33","California",33,-117
"765","xd53","lum",1,"luim1238","language","atla1278","family","","Ac28","S Africa",-12,18
"766","xd72","lun",1,"lund1266","language","atla1278","family","","Ac6","S Africa",-11,26
"767","xd411","luo",1,"luok1236","language","nilo1247","family","","Aj6","S Africa",-1,34
"768","xd334","maf",1,"mafa1239","language","afro1255","family","","Ah7","African Savannah",11,14
"769","xd827","mah",3,"rali1241","dialect","aust1307","family","","If12","Oceania",12,165
"770","xd834","mah",3,"rata1243","dialect","aust1307","family","","If3","Oceania",7.1,171.1
"771","xd832","mah",3,"rata1243","dialect","aust1307","family","","If17","Oceania",6,169
"772","xd759","mak",1,"maka1311","language","aust1307","family","","Ic1","Oceania",-5.1,119.45
"773","xd1324","mam",1,"mamm1241","language","maya1287","family","","Sa8","Mesoamerica",15,-92
"774","xd395","mas",1,"masa1300","language","nilo1247","family","","Aj2","S Africa",-2,36
"775","xd1357","mav",1,"sate1243","language","tupi1275","family","","Sd5","NE South America",-4,-57
"776","xd284","maw",1,"mamp1244","language","atla1278","family","","Ag46","African Savannah",10,-1
"777","xd1338","mbc",1,"macu1259","language","cari1283","family","","Sc12","NE South America",4,-59
"778","xd917","mbr",1,"nuka1242","language","kaku1242","family","","B40","NE South America",2.56,-71.81
"779","xd1342","mch",1,"maqu1238","language","cari1283","family","","Sc16","NE South America",3,-65
"780","xd383","mcn",1,"masa1322","language","afro1255","family","","Ai9","African Savannah",10,16
"781","xd331","mcu",1,"came1252","language","atla1278","family","","Ah4","African Savannah",7,12
"782","xd342","mdd",1,"mbum1254","language","atla1278","family","","Ai14","African Savannah",7,14
"783","xd379","mdi",1,"mamv1243","language","cent2225","family","","Ai5","S Africa",3,29
"784","xd339","mdj",2,"nucl1420","dialect","cent2225","family","","Ai11","S Africa",3,28
"785","xd357","mdj",2,"popo1291","dialect","cent2225","family","","Ai28","S Africa",2,26
"786","xd39","mdp",1,"mbal1257","language","atla1278","family","","Ac15","S Africa",-5,18
"787","xd429","mdy",1,"male1284","language","gong1255","family","","Ca22","Greater Abyssinia",6,37
"788","xd460","mei",1,"mido1240","language","nubi1251","family","","Cb11","African Savannah",16,27
"789","xd799","mek",1,"meke1243","language","aust1307","family","","Ie22","S New Guinea",-9,147
"790","xd230","men",1,"mend1266","language","mand1469","family","","Af5","African Savannah",8,-11
"791","xd104","mer",1,"meru1245","language","atla1278","family","","Ad35","S Africa",0,35
"792","xd786","meu",1,"motu1246","language","aust1307","family","","Ie10","S New Guinea",-9,147
"793","xd504","mey",6,"hass1238","language","afro1255","family","","Cc7","Greater Mesopotamia",20,-5
"794","xd495","mey",6,"hass1238","language","afro1255","family","","Cc17","Greater Mesopotamia",22,-15
"795","xd496","mey",6,"hass1238","language","afro1255","family","","Cc18","Greater Mesopotamia",19,-1
"796","xd487","mey",6,"hass1238","language","afro1255","family","","Cc1","Greater Mesopotamia",22,-13
"797","xd527","mey",6,"hass1238","language","afro1255","family","","Cd9","Greater Mesopotamia",28,-11
"798","xd497","mey",6,"hass1238","language","afro1255","family","","Cc19","Greater Mesopotamia",18,-15
"799","xd1243","mez",1,"meno1252","language","algi1248","family","","Nf9","E North America",46,-88
"800","xd289","mfq",1,"moba1244","language","atla1278","family","","Ag50","African Savannah",11,1
"801","xd376","mfz",1,"maba1273","language","nilo1247","family","","Ai45","Greater Abyssinia",10,34
"802","xd364","mgd",1,"moru1253","language","cent2225","family","","Ai34","African Savannah",5,30
"803","xd181","mgo",1,"meta1238","language","atla1278","family","","Ae59","African Savannah",6,10
"804","xd70","mgr",1,"mamb1296","language","atla1278","family","","Ac43","S Africa",9,32
"805","xd65","mgs",1,"mand1423","language","atla1278","family","","Ac39","S Africa",-13,35
"806","xd798","mgu",1,"mail1248","language","mail1249","family","","Ie21","S New Guinea",-10,149
"807","xd120","mgz",1,"mbug1242","language","atla1278","family","","Ad5","S Africa",-4,36
"808","xd363","mhi",1,"madi1260","language","cent2225","family","","Ai33","S Africa",4,32
"809","xd606","mhj",1,"mogh1245","language","mong1329","family","","Ea7","Inner Asia",34,63
"810","xd170","mhk",1,"mung1266","language","atla1278","family","","Ae49","African Savannah",6,10
"811","xd752","ban",1,"bali1278","language","aust1307","family","Note, previously linked to language iso ""mhp"" (Malay, Balinese). Hannah Haynie checked refs/coordinates and concluded ""ban"" (Bali, glottocode bali1278) was a better match (3 Mar 2016)","Ib3","Southeast Asia",-8,115
"812","xd1225","mhq",1,"mand1446","language","siou1252","family","","Ne6","Basin and Plains",47,-101
"813","xd568","mhr",1,"east2328","language","ural1272","family","","Ch4","Inner Asia",43,46
"814","xd1238","mia",1,"miam1252","language","algi1248","family","","Nf4","E North America",40,-86
"815","xd1058","mic",1,"mikm1235","language","algi1248","family","","Na41","E North America",47,-65
"816","xd1251","mik",1,"mika1239","language","musk1252","family","","Ng2","E North America",27,-81
"817","xd755","min",1,"mina1268","language","aust1307","family","","Ib6","Southeast Asia",-1,101
"818","xd1325","miq",1,"misk1235","language","misu1242","family","","Sa9","Mesoamerica",13,-85
"819","xd610","mjg",1,"tuuu1240","language","mong1329","family","","Eb2","Inner Asia",39,100
"820","xd641","mji",1,"kimm1245","language","hmon1336","family","","Ed14","Southeast Asia",22,105
"821","xd905","mjp",1,"mala1468","language","drav1251","family","","B11","Indic",9.25,77.25
"822","xd704","mjw",1,"karb1241","language","sino1245","family","","Ei17","Indic",26,94
"823","xd297","mlq",1,"west2500","language","mand1469","family","","Ag9","African Savannah",11,-9
"824","xd866","mmg",1,"nort2839","language","aust1307","family","","Ih13","Oceania",-16,168
"825","xd677","mmk",1,"mukh1238","language","drav1251","family","","Eg14","Indic",18,82
"826","xd646","mnc",1,"manc1252","language","tung1282","family","","Ed3","Inner Asia",45,126
"827","xd724","mng",1,"east2333","language","aust1305","family","","Ej2","Southeast Asia",12,107
"828","xd1164","mnr",4,"mono1275","language","utoa1244","family","","Nd30","Basin and Plains",37,-118
"829","xd1122","mnr",4,"mono1275","language","utoa1244","family","","Nc23","Basin and Plains",37,-119
"830","xd993","mnr",4,"mono1275","language","utoa1244","family","","B219","Basin and Plains",37,-119.07
"831","xd1162","mnr",4,"mono1275","language","utoa1244","family","","Nd29","Basin and Plains",37,-118
"832","xd623","mns",1,"mans1258","language","ural1272","family","","ec15","Inner Asia",63,62
"833","xd877","mnv",1,"renn1242","language","aust1307","family","","Ii10","Oceania",-11.7,160.3
"834","xd1048","moe",1,"mont1268","language","algi1248","family","","Na32","E North America",48,-72
"835","xd371","mor",1,"moro1285","language","heib1242","family","","Ai40","African Savannah",11,30
"836","xd285","mos",2,"moss1236","language","atla1278","family","","Ag47","African Savannah",12,-2
"837","xd1272","mov",1,"moha1256","language","coch1271","family","","Nh21","Basin and Plains",35,-114
"838","xd851","mox",1,"moli1248","language","aust1307","family","","Ig19","S New Guinea",-10,151
"839","xd948","mpb",1,"mull1237","language","nort1547","family","","B99","N Australia",-13.58,130.58
"840","xd958","mpj",1,"mart1256","language","pama1250","family","","B111","S Australia",-22.79,125.06
"841","xd391","mqu",1,"mand1425","language","nilo1247","family","","Aj16","African Savannah",6,31
"842","xd909","mra",1,"mlab1235","language","aust1305","family","","B16","Southeast Asia",18.41,100.47
"843","xd1281","mrc",1,"mari1440","language","coch1271","family","","Nh5","Basin and Plains",33,-113
"844","xd710","mrh",1,"mara1382","language","sino1245","family","","Ei4","Southeast Asia",22,93
"845","xd891","mri",1,"maor1246","language","aust1307","family","","Ij2","Oceania",-37,175
"846","xd825","mrl",1,"mort1237","language","aust1307","family","","If10","Oceania",6,153
"847","xd892","mrq",1,"nort2845","language","aust1307","family","","Ij3","Oceania",-8.9,-140.1
"848","xd332","mrt",1,"marg1265","language","afro1255","family","","Ah5","African Savannah",11,13
"849","xd896","mrv",1,"mang1401","language","aust1307","family","","Ij7","Oceania",-20,-134
"850","xd720","mtq",1,"muon1246","language","aust1305","family","","Ej13","Southeast Asia",21,105
"851","xd862","mtt",1,"mota1237","language","aust1307","family","","Ih1","Oceania",-13.7,167.7
"852","xd343","mua",1,"mund1325","language","atla1278","family","","Ai15","African Savannah",10,14
"853","xd347","mug",1,"musg1254","language","afro1255","family","","Ai19","African Savannah",11,15
"854","xd1252","mus",1,"cree1270","language","musk1252","family","","Ng3","E North America",33,-84
"855","xd806","mva",1,"mana1295","language","aust1307","family","","Ie29","N Coast New Guinea",-4.3,145
"856","xd1099","mvb",1,"matt1238","language","atha1245","family","","Nb38","California",40,-124
"857","xd642","mvi",1,"miya1259","language","japo1237","family","","Ed15a","Southeast Asia",24,125
"858","xd603","mvy",1,"indu1241","language","indo1319","family","","Ea4","Indic",35,73
"859","xd782","mwf",1,"murr1258","language","sout2772","family","","Id7","N Australia",-14,130
"860","xd82","mwn",1,"nyam1275","language","atla1278","family","","Ad15","S Africa",-10,32
"861","xd937","mwp",1,"kala1377","language","pama1250","family","","B82","N Australia",-10.77,142.12
"862","xd728","mwt",1,"moke1242","language","aust1307","family","","Ej6","Southeast Asia",12,98
"863","xd756","mwv",1,"ment1249","language","aust1307","family","","Ib7","Southeast Asia",-3,100
"864","xd709","mya",1,"nucl1310","language","sino1245","family","","Ei3","Southeast Asia",20,95
"865","xd167","mye",1,"myen1241","language","atla1278","family","","Ae46","S Africa",-2,10
"866","xd1084","myh",1,"maka1318","language","waka1280","family","","Nb24","Alaska-Oregon",48,-125
"867","xd268","myk",1,"mama1271","language","atla1278","family","","Ag31","African Savannah",12,-6
"868","xd393","mym",1,"meen1242","language","surm1244","family","","Aj18","Greater Abyssinia",5,35
"869","xd434","myo",1,"anfi1235","language","gong1255","family","","Ca27","Greater Abyssinia",9,35
"870","xd1353","myu",1,"mund1330","language","tupi1275","family","","Sd1","NE South America",-6,-58
"871","xd552","myv",1,"erzy1239","language","ural1272","family","","ch15","Inner Asia",53,50
"872","xd126","myx",1,"masa1299","language","atla1278","family","","Ad9","S Africa",1,34
"873","xd501","mzb",1,"tumz1238","language","afro1255","family","","Cc4","N Africa",33,4
"874","xd322","mzm",1,"nucl1240","language","atla1278","family","","Ah31","African Savannah",9,12
"875","xd353","mzv",1,"manz1243","language","atla1278","family","","Ai24","African Savannah",6,18
"876","xd1401","nab",1,"sout2994","language","namb1299","family","","Si4","NE South America",-12,-59
"877","xd859","nak",1,"naka1262","language","aust1307","family","","Ig7","N Coast New Guinea",-5,151
"878","xd649","nan",1,"minn1241","language","sino1245","family","","Ed6","Southeast Asia",24,115
"879","xd532","nap",1,"neap1235","language","indo1319","family","","Ce5","Europe",41.35,13
"880","xd4","naq",2,"dama1270","dialect","khoe1240","family","","Aa4","S Africa",-22,16
"881","xd3","naq",2,"nama1265","dialect","khoe1240","family","","Aa3","S Africa",-26,18
"882","xd336","nar",1,"igut1238","language","atla1278","family","","Ah9","African Savannah",10,9
"883","xd828","nau",1,"naur1243","language","aust1307","family","","If13","Oceania",-0.9,166.6
"884","xd1279","nav",1,"nava1243","language","atha1245","family","","Nh3","Basin and Plains",37,-110
"885","xd975","nay",1,"narr1259","language","pama1250","family","","B131","S Australia",-35.06,139.29
"886","xd352","nbm",1,"ngba1284","language","atla1278","family","","Ai23","S Africa",3,19
"887","xd856","ncf",1,"nots1237","language","aust1307","family","","Ig4","N Coast New Guinea",-3.15,151.65
